"ID","YCOORD","XCOORD","ELEVATION","SLOPE","ASPECT","ADM1_NAME","COUNTRY","GEOMETRY","AREA","map_class"
"257","1.05583851637859","16.5419616244499","336","0.00350400832624767","4.71238898038469","Sangha","Republic of Congo","points","1","4"
"793","1.05394458979321","16.5422321853909","336","0.00350400832624767","4.71238898038469","Sangha","Republic of Congo","points","1","4"
"562","1.03987542087322","16.5406088197449","336","0.00516769246642483","5.53807393437357","Sangha","Republic of Congo","points","1","4"
"126","1.03906373805092","16.5392560150398","336","0.00516769246642483","5.53807393437357","Sangha","Republic of Congo","points","1","4"
"265","1.01687774090786","16.5316803086914","338","0.0038123187394602","4.5695708878184","Sangha","Republic of Congo","points","1","4"
"52","1.01498381432248","16.5257279679891","338","0.00485920190639892","4.76825203684046","Sangha","Republic of Congo","points","1","4"
"149","1.01444269244094","16.5311391868094","338","0.00485920190639892","4.76825203684046","Sangha","Republic of Congo","points","1","4"
"856","1.0017263282248","16.5278924555172","340","0.00546361810438675","4.43575956353047","Sangha","Republic of Congo","points","1","4"
"332","0.99929127975788","16.524916285166","334","0.00461183884411772","1.30287284504583","Sangha","Republic of Congo","points","1","4"
"144","0.995503426587115","16.5227517976379","334","0.00461183884411772","1.30287284504583","Sangha","Republic of Congo","points","1","4"
"659","0.990903890594042","16.5224812366969","339","0.00529773258923741","1.3118514202484","Sangha","Republic of Congo","points","1","4"
"130","0.964659479339453","16.5360092837476","328","0.00171479742457704","2.82180964871024","Sangha","Republic of Congo","points","1","4"
"293","0.929215996098718","16.5592775246748","332","0.00440337899925381","2.40292469265012","Sangha","Republic of Congo","points","1","4"
"270","0.905947755192587","16.56333593879","338","0.00511728481153371","1.24706284301069","Sangha","Republic of Congo","points","1","4"
"388","0.89999541449567","16.5730761326665","338","0.00574664181194448","0.848696773256761","Sangha","Republic of Congo","points","1","4"
"316","0.896207561324905","16.5765934248997","336","0.00576205368882755","0.513404502155486","Sangha","Republic of Congo","points","1","4"
"636","0.885655684634915","16.582545765602","332","0.00211330318509346","0.691495842978982","Sangha","Republic of Congo","points","1","4"
"499","0.881056148641843","16.5868747406583","334","0.0158074000438285","4.51372047980268","Sangha","Republic of Congo","points","1","4"
"405","0.872127637596467","16.5833574484251","336","0.0105286409260465","4.4783472241568","Sangha","Republic of Congo","points","1","4"
"488","0.870504271951853","16.5849808140712","336","0.0105286409260465","4.4783472241568","Sangha","Republic of Congo","points","1","4"
"318","0.863199126551091","16.5903920328914","341","0.00556190467069854","4.31149933472627","Sangha","Republic of Congo","points","1","4"
"243","0.85562342020956","16.5925565204196","336","0.00291945277944943","3.51982662990291","Sangha","Republic of Congo","points","1","4"
"75","0.85291781080187","16.5925565204196","336","0.00291945277944943","3.51982662990291","Sangha","Republic of Congo","points","1","4"
"393","0.839119202822653","16.5871453015993","334","0.00370122876479111","4.89668695384595","Sangha","Republic of Congo","points","1","4"
"683","0.826402838606512","16.582545765602","335","0.00478032898725642","5.50109320431653","Sangha","Republic of Congo","points","1","4"
"849","0.822885546376515","16.5833574484251","335","0.0038708033088912","3.77494237044574","Sangha","Republic of Congo","points","1","4"
"715","0.807463572752684","16.5882275453633","330","0.00432083754809106","1.63362853239746","Sangha","Republic of Congo","points","1","4"
"686","1.57829169300346","16.6261060771053","369","0.00503547253276541","3.06119741780322","Sangha","Republic of Congo","points","1","31"
"156","1.57558608359577","16.6185303707569","371","0.00544535443184978","3.74731255607733","Sangha","Republic of Congo","points","1","31"
"893","1.56070523185348","16.6293528083975","370","0.00851429611686713","4.90476064995532","Sangha","Republic of Congo","points","1","31"
"163","1.55502345209733","15.9699957951462","410","0.0104045367042478","0.911236916663228","Sangha","Republic of Congo","points","1","31"
"28","1.53906035659196","15.8393148606364","460","0.00574055801788964","4.29899091100149","Sangha","Republic of Congo","points","1","31"
"507","1.53500194248043","15.9377990431655","469","0.0147223346626261","4.77692893781824","Sangha","Republic of Congo","points","1","31"
"344","1.53419025965812","15.9442925057499","489","0.0133445743037532","5.6447574551092","Sangha","Republic of Congo","points","1","31"
"460","1.52174445638275","15.9248121179969","430","0.00258096959768968","3.19384271834452","Sangha","Republic of Congo","points","1","31"
"566","1.51092201875199","16.3617680377346","400","0.00463806281939737","2.87695277314519","Sangha","Republic of Congo","points","1","31"
"2","1.50713416558123","15.8720527344991","456","0.00926204842849167","2.10901628104074","Sangha","Republic of Congo","points","1","31"
"804","1.48197199808971","16.3498633563299","390","0.00395140784220141","5.89853500561738","Sangha","Republic of Congo","points","1","31"
"307","1.47818414491895","15.9123663147102","434","0.00176866246063183","3.21787792311688","Sangha","Republic of Congo","points","1","31"
"874","1.47520797457049","16.3471577469198","390","0.00395140784220141","5.89853500561738","Sangha","Republic of Congo","points","1","31"
"772","1.47331404798511","16.3376881139843","399","0.00381731346389748","5.80627568512202","Sangha","Republic of Congo","points","1","31"
"476","1.46519721976204","16.3328180170461","386","0.00691529649883374","3.33776277939453","Sangha","Republic of Congo","points","1","31"
"207","1.46330329317665","15.8842279768448","428","0.0119308302900673","3.28898920560005","Sangha","Republic of Congo","points","1","31"
"615","1.46276217129512","16.3374175530433","396","0.00732526173758184","3.1415926535898","Sangha","Republic of Congo","points","1","31"
"289","1.46140936659127","15.9870411344301","447","0.00982621934342211","6.17322736326404","Sangha","Republic of Congo","points","1","31"
"572","1.45843319624281","16.3363353092792","396","0.00732526173758184","3.1415926535898","Sangha","Republic of Congo","points","1","31"
"291","1.45599814777589","16.370696548788","398","0.00588275361093876","2.12983380919266","Sangha","Republic of Congo","points","1","31"
"127","1.45410422119051","16.0860664388412","374","0.0151209882644509","2.39733832287706","Sangha","Republic of Congo","points","1","31"
"805","1.45356309930897","16.0300603240513","449","0.0296715179502375","0.737084102771625","Sangha","Republic of Congo","points","1","31"
"842","1.44923412425667","16.3265951154027","384","0.00755888245225039","3.30277485730521","Sangha","Republic of Congo","points","1","31"
"682","1.4489635633159","16.2960217290681","376","0.0112340208606583","4.28933543105242","Sangha","Republic of Congo","points","1","31"
"828","1.44869300237513","16.3274067982258","384","0.00755888245225039","3.30277485730521","Sangha","Republic of Congo","points","1","31"
"771","1.44815188049359","16.331735773282","384","0.00755888245225039","3.30277485730521","Sangha","Republic of Congo","points","1","31"
"343","1.4454462710859","16.2879049008377","370","0.0096569155556731","4.24617707841073","Sangha","Republic of Congo","points","1","31"
"650","1.44490514920436","16.2814114382534","355","0.00597902496092291","4.21577199718317","Sangha","Republic of Congo","points","1","31"
"198","1.44436402732283","16.3046796791806","386","0.00657787324260627","3.77791761304239","Sangha","Republic of Congo","points","1","31"
"357","1.44328178355975","16.3476988688018","374","0.00420411476420806","3.50202023389662","Sangha","Republic of Congo","points","1","31"
"441","1.44057617415206","16.2995390213013","362","0.0121952442318258","4.22630231898266","Sangha","Republic of Congo","points","1","31"
"513","1.44003505227052","16.2841170476635","357","0.00948460471966801","4.08579033492476","Sangha","Republic of Congo","points","1","31"
"26","1.43570607721822","16.3182077262313","369","0.00424243028939591","4.05943171858092","Sangha","Republic of Congo","points","1","31"
"84","1.43543551627745","16.138284700457","391","0.0168942100636313","0.299638454085635","Sangha","Republic of Congo","points","1","31"
"377","1.43435327251437","16.3000801431834","379","0.00668860319492976","3.44867387814903","Sangha","Republic of Congo","points","1","31"
"467","1.4332710287513","16.1526244303307","369","0.0157321108341016","1.18167723218649","Sangha","Republic of Congo","points","1","31"
"249","1.43245934592899","16.1523538693897","369","0.0157321108341016","1.18167723218649","Sangha","Republic of Congo","points","1","31"
"643","1.43191822404745","16.1434253583362","392","0.0171711370193642","1.30706881675753","Sangha","Republic of Congo","points","1","31"
"491","1.43002429746207","16.139908066103","408","0.0121585532811887","0.924217712382803","Sangha","Republic of Congo","points","1","31"
"806","1.42704812711361","16.2979156556552","368","0.0124295843268794","3.92378795772306","Sangha","Republic of Congo","points","1","31"
"746","1.42244859112054","16.3476988688018","370","0.00292891086146751","2.5565445652403","Sangha","Republic of Congo","points","1","31"
"64","1.4210957864167","16.1301678722265","418","0.00867417096278638","2.2267382723884","Sangha","Republic of Congo","points","1","31"
"158","1.41920185983131","16.1309795550496","418","0.00867417096278638","2.2267382723884","Sangha","Republic of Congo","points","1","31"
"251","1.41920185983131","16.3579801845604","376","0.00497449111378608","3.96223741925417","Sangha","Republic of Congo","points","1","31"
"496","1.41811961606824","16.351757282917","376","0.00497449111378608","3.96223741925417","Sangha","Republic of Congo","points","1","31"
"59","1.41676681136439","16.1539772350358","376","0.00970448424590984","1.5707963267949","Sangha","Republic of Congo","points","1","31"
"487","1.41676681136439","16.1983492293621","364","0.00960278857218086","0.328715577842425","Sangha","Republic of Congo","points","1","31"
